MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10307679119,000000000023705340,0.1430,Active Import Interval (kWh),16-10-2024 05:30
10307679119,000000000023705340,0.1530,Active Import Interval (kWh),16-10-2024 05:00
10307679119,000000000023705340,0.1530,Active Import Interval (kWh),16-10-2024 04:30
10307679119,000000000023705340,0.1510,Active Import Interval (kWh),16-10-2024 04:00
10307679119,000000000023705340,0.1570,Active Import Interval (kWh),16-10-2024 03:30
10307679119,000000000023705340,0.1510,Active Import Interval (kWh),16-10-2024 03:00
10307679119,000000000023705340,0.2090,Active Import Interval (kWh),16-10-2024 02:30
10307679119,000000000023705340,0.3480,Active Import Interval (kWh),16-10-2024 02:00
10307679119,000000000023705340,0.3630,Active Import Interval (kWh),16-10-2024 01:30
10307679119,000000000023705340,0.4700,Active Import Interval (kWh),16-10-2024 01:00
10307679119,000000000023705340,0.5700,Active Import Interval (kWh),16-10-2024 00:30
10307679119,000000000023705340,0.5640,Active Import Interval (kWh),16-10-2024 00:00
10307679119,000000000023705340,0.6170,Active Import Interval (kWh),15-10-2024 23:30
10307679119,000000000023705340,0.9060,Active Import Interval (kWh),15-10-2024 23:00
10307679119,000000000023705340,0.5410,Active Import Interval (kWh),15-10-2024 22:30
10307679119,000000000023705340,0.5790,Active Import Interval (kWh),15-10-2024 22:00
10307679119,000000000023705340,1.2210,Active Import Interval (kWh),15-10-2024 21:30
10307679119,000000000023705340,0.6190,Active Import Interval (kWh),15-10-2024 21:00
10307679119,000000000023705340,0.5310,Active Import Interval (kWh),15-10-2024 20:30
10307679119,000000000023705340,0.3490,Active Import Interval (kWh),15-10-2024 20:00
10307679119,000000000023705340,0.4180,Active Import Interval (kWh),15-10-2024 19:30
10307679119,000000000023705340,0.5820,Active Import Interval (kWh),15-10-2024 19:00
10307679119,000000000023705340,0.5810,Active Import Interval (kWh),15-10-2024 18:30
10307679119,000000000023705340,0.7380,Active Import Interval (kWh),15-10-2024 18:00
10307679119,000000000023705340,1.4800,Active Import Interval (kWh),15-10-2024 17:30
10307679119,000000000023705340,0.2700,Active Import Interval (kWh),15-10-2024 17:00
10307679119,000000000023705340,0.2640,Active Import Interval (kWh),15-10-2024 16:30
10307679119,000000000023705340,0.2380,Active Import Interval (kWh),15-10-2024 16:00
10307679119,000000000023705340,0.2540,Active Import Interval (kWh),15-10-2024 15:30
10307679119,000000000023705340,0.8680,Active Import Interval (kWh),15-10-2024 15:00
10307679119,000000000023705340,0.4380,Active Import Interval (kWh),15-10-2024 14:30
10307679119,000000000023705340,0.9670,Active Import Interval (kWh),15-10-2024 14:00
10307679119,000000000023705340,1.4620,Active Import Interval (kWh),15-10-2024 13:30
10307679119,000000000023705340,0.6470,Active Import Interval (kWh),15-10-2024 13:00
10307679119,000000000023705340,0.3280,Active Import Interval (kWh),15-10-2024 12:30
10307679119,000000000023705340,0.2760,Active Import Interval (kWh),15-10-2024 12:00
10307679119,000000000023705340,0.2090,Active Import Interval (kWh),15-10-2024 11:30
10307679119,000000000023705340,0.4260,Active Import Interval (kWh),15-10-2024 11:00
10307679119,000000000023705340,0.4230,Active Import Interval (kWh),15-10-2024 10:30
10307679119,000000000023705340,0.6010,Active Import Interval (kWh),15-10-2024 10:00
10307679119,000000000023705340,0.4440,Active Import Interval (kWh),15-10-2024 09:30
10307679119,000000000023705340,0.1670,Active Import Interval (kWh),15-10-2024 09:00
10307679119,000000000023705340,0.3060,Active Import Interval (kWh),15-10-2024 08:30
10307679119,000000000023705340,0.1650,Active Import Interval (kWh),15-10-2024 08:00
10307679119,000000000023705340,0.3490,Active Import Interval (kWh),15-10-2024 07:30
10307679119,000000000023705340,0.4280,Active Import Interval (kWh),15-10-2024 07:00
10307679119,000000000023705340,1.4370,Active Import Interval (kWh),15-10-2024 06:30
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),15-10-2024 06:00
10307679119,000000000023705340,0.1610,Active Import Interval (kWh),15-10-2024 05:30
10307679119,000000000023705340,0.1470,Active Import Interval (kWh),15-10-2024 05:00
10307679119,000000000023705340,0.1480,Active Import Interval (kWh),15-10-2024 04:30
10307679119,000000000023705340,0.1270,Active Import Interval (kWh),15-10-2024 04:00
10307679119,000000000023705340,0.1300,Active Import Interval (kWh),15-10-2024 03:30
10307679119,000000000023705340,0.1470,Active Import Interval (kWh),15-10-2024 03:00
10307679119,000000000023705340,0.1640,Active Import Interval (kWh),15-10-2024 02:30
10307679119,000000000023705340,0.1630,Active Import Interval (kWh),15-10-2024 02:00
10307679119,000000000023705340,0.1650,Active Import Interval (kWh),15-10-2024 01:30
10307679119,000000000023705340,0.2650,Active Import Interval (kWh),15-10-2024 01:00
10307679119,000000000023705340,1.1230,Active Import Interval (kWh),15-10-2024 00:30
10307679119,000000000023705340,0.8120,Active Import Interval (kWh),15-10-2024 00:00
10307679119,000000000023705340,0.6190,Active Import Interval (kWh),14-10-2024 23:30
10307679119,000000000023705340,0.8130,Active Import Interval (kWh),14-10-2024 23:00
10307679119,000000000023705340,0.6810,Active Import Interval (kWh),14-10-2024 22:30
10307679119,000000000023705340,0.9250,Active Import Interval (kWh),14-10-2024 22:00
10307679119,000000000023705340,0.6870,Active Import Interval (kWh),14-10-2024 21:30
10307679119,000000000023705340,0.7970,Active Import Interval (kWh),14-10-2024 21:00
10307679119,000000000023705340,0.8190,Active Import Interval (kWh),14-10-2024 20:30
10307679119,000000000023705340,0.5930,Active Import Interval (kWh),14-10-2024 20:00
10307679119,000000000023705340,0.7170,Active Import Interval (kWh),14-10-2024 19:30
10307679119,000000000023705340,1.1550,Active Import Interval (kWh),14-10-2024 19:00
10307679119,000000000023705340,0.6690,Active Import Interval (kWh),14-10-2024 18:30
10307679119,000000000023705340,0.5330,Active Import Interval (kWh),14-10-2024 18:00
10307679119,000000000023705340,0.8900,Active Import Interval (kWh),14-10-2024 17:30
10307679119,000000000023705340,0.3740,Active Import Interval (kWh),14-10-2024 17:00
10307679119,000000000023705340,0.1990,Active Import Interval (kWh),14-10-2024 16:30
10307679119,000000000023705340,0.2600,Active Import Interval (kWh),14-10-2024 16:00
10307679119,000000000023705340,0.9200,Active Import Interval (kWh),14-10-2024 15:30
10307679119,000000000023705340,1.0810,Active Import Interval (kWh),14-10-2024 15:00
10307679119,000000000023705340,0.1750,Active Import Interval (kWh),14-10-2024 14:30
10307679119,000000000023705340,0.1720,Active Import Interval (kWh),14-10-2024 14:00
10307679119,000000000023705340,0.1820,Active Import Interval (kWh),14-10-2024 13:30
10307679119,000000000023705340,0.1630,Active Import Interval (kWh),14-10-2024 13:00
10307679119,000000000023705340,0.1940,Active Import Interval (kWh),14-10-2024 12:30
10307679119,000000000023705340,0.1620,Active Import Interval (kWh),14-10-2024 12:00
10307679119,000000000023705340,0.1320,Active Import Interval (kWh),14-10-2024 11:30
10307679119,000000000023705340,0.1410,Active Import Interval (kWh),14-10-2024 11:00
10307679119,000000000023705340,0.7200,Active Import Interval (kWh),14-10-2024 10:30
10307679119,000000000023705340,1.1350,Active Import Interval (kWh),14-10-2024 10:00
10307679119,000000000023705340,0.5900,Active Import Interval (kWh),14-10-2024 09:30
10307679119,000000000023705340,0.6520,Active Import Interval (kWh),14-10-2024 09:00
10307679119,000000000023705340,0.2160,Active Import Interval (kWh),14-10-2024 08:30
10307679119,000000000023705340,0.2040,Active Import Interval (kWh),14-10-2024 08:00
10307679119,000000000023705340,0.1790,Active Import Interval (kWh),14-10-2024 07:30
10307679119,000000000023705340,0.2010,Active Import Interval (kWh),14-10-2024 07:00
10307679119,000000000023705340,1.3270,Active Import Interval (kWh),14-10-2024 06:30
10307679119,000000000023705340,0.1590,Active Import Interval (kWh),14-10-2024 06:00
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),14-10-2024 05:30
10307679119,000000000023705340,0.1850,Active Import Interval (kWh),14-10-2024 05:00
10307679119,000000000023705340,0.1820,Active Import Interval (kWh),14-10-2024 04:30
10307679119,000000000023705340,0.1830,Active Import Interval (kWh),14-10-2024 04:00
10307679119,000000000023705340,0.3000,Active Import Interval (kWh),14-10-2024 03:30
10307679119,000000000023705340,0.3550,Active Import Interval (kWh),14-10-2024 03:00
10307679119,000000000023705340,0.3550,Active Import Interval (kWh),14-10-2024 02:30
10307679119,000000000023705340,0.3800,Active Import Interval (kWh),14-10-2024 02:00
10307679119,000000000023705340,0.5210,Active Import Interval (kWh),14-10-2024 01:30
10307679119,000000000023705340,2.0960,Active Import Interval (kWh),14-10-2024 01:00
10307679119,000000000023705340,0.4310,Active Import Interval (kWh),14-10-2024 00:30
10307679119,000000000023705340,0.3180,Active Import Interval (kWh),14-10-2024 00:00
10307679119,000000000023705340,0.3190,Active Import Interval (kWh),13-10-2024 23:30
10307679119,000000000023705340,0.4660,Active Import Interval (kWh),13-10-2024 23:00
10307679119,000000000023705340,0.4190,Active Import Interval (kWh),13-10-2024 22:30
10307679119,000000000023705340,0.8780,Active Import Interval (kWh),13-10-2024 22:00
10307679119,000000000023705340,1.2110,Active Import Interval (kWh),13-10-2024 21:30
10307679119,000000000023705340,0.6550,Active Import Interval (kWh),13-10-2024 21:00
10307679119,000000000023705340,0.6620,Active Import Interval (kWh),13-10-2024 20:30
10307679119,000000000023705340,0.7690,Active Import Interval (kWh),13-10-2024 20:00
10307679119,000000000023705340,0.6880,Active Import Interval (kWh),13-10-2024 19:30
10307679119,000000000023705340,1.1720,Active Import Interval (kWh),13-10-2024 19:00
10307679119,000000000023705340,0.7670,Active Import Interval (kWh),13-10-2024 18:30
10307679119,000000000023705340,0.6680,Active Import Interval (kWh),13-10-2024 18:00
10307679119,000000000023705340,1.3760,Active Import Interval (kWh),13-10-2024 17:30
10307679119,000000000023705340,0.5620,Active Import Interval (kWh),13-10-2024 17:00
10307679119,000000000023705340,0.6020,Active Import Interval (kWh),13-10-2024 16:30
10307679119,000000000023705340,0.7450,Active Import Interval (kWh),13-10-2024 16:00
10307679119,000000000023705340,0.4010,Active Import Interval (kWh),13-10-2024 15:30
10307679119,000000000023705340,0.5830,Active Import Interval (kWh),13-10-2024 15:00
10307679119,000000000023705340,1.1260,Active Import Interval (kWh),13-10-2024 14:30
10307679119,000000000023705340,0.8090,Active Import Interval (kWh),13-10-2024 14:00
10307679119,000000000023705340,0.5900,Active Import Interval (kWh),13-10-2024 13:30
10307679119,000000000023705340,0.5060,Active Import Interval (kWh),13-10-2024 13:00
10307679119,000000000023705340,0.6160,Active Import Interval (kWh),13-10-2024 12:30
10307679119,000000000023705340,0.8630,Active Import Interval (kWh),13-10-2024 12:00
10307679119,000000000023705340,0.8920,Active Import Interval (kWh),13-10-2024 11:30
10307679119,000000000023705340,1.1680,Active Import Interval (kWh),13-10-2024 11:00
10307679119,000000000023705340,1.5360,Active Import Interval (kWh),13-10-2024 10:30
10307679119,000000000023705340,2.7890,Active Import Interval (kWh),13-10-2024 10:00
10307679119,000000000023705340,1.6630,Active Import Interval (kWh),13-10-2024 09:30
10307679119,000000000023705340,1.2640,Active Import Interval (kWh),13-10-2024 09:00
10307679119,000000000023705340,0.1760,Active Import Interval (kWh),13-10-2024 08:30
10307679119,000000000023705340,0.1800,Active Import Interval (kWh),13-10-2024 08:00
10307679119,000000000023705340,0.1990,Active Import Interval (kWh),13-10-2024 07:30
10307679119,000000000023705340,0.1960,Active Import Interval (kWh),13-10-2024 07:00
10307679119,000000000023705340,0.7400,Active Import Interval (kWh),13-10-2024 06:30
10307679119,000000000023705340,0.1960,Active Import Interval (kWh),13-10-2024 06:00
10307679119,000000000023705340,0.1910,Active Import Interval (kWh),13-10-2024 05:30
10307679119,000000000023705340,0.1840,Active Import Interval (kWh),13-10-2024 05:00
10307679119,000000000023705340,0.1860,Active Import Interval (kWh),13-10-2024 04:30
10307679119,000000000023705340,0.1920,Active Import Interval (kWh),13-10-2024 04:00
10307679119,000000000023705340,0.1650,Active Import Interval (kWh),13-10-2024 03:30
10307679119,000000000023705340,0.1720,Active Import Interval (kWh),13-10-2024 03:00
10307679119,000000000023705340,0.1910,Active Import Interval (kWh),13-10-2024 02:30
10307679119,000000000023705340,0.2140,Active Import Interval (kWh),13-10-2024 02:00
10307679119,000000000023705340,0.2510,Active Import Interval (kWh),13-10-2024 01:30
10307679119,000000000023705340,0.1090,Active Import Interval (kWh),13-10-2024 01:00
10307679119,000000000023705340,0.2390,Active Import Interval (kWh),13-10-2024 00:30
10307679119,000000000023705340,0.2210,Active Import Interval (kWh),13-10-2024 00:00
10307679119,000000000023705340,0.2570,Active Import Interval (kWh),12-10-2024 23:30
10307679119,000000000023705340,0.5920,Active Import Interval (kWh),12-10-2024 23:00
10307679119,000000000023705340,0.7700,Active Import Interval (kWh),12-10-2024 22:30
10307679119,000000000023705340,0.7640,Active Import Interval (kWh),12-10-2024 22:00
10307679119,000000000023705340,0.6360,Active Import Interval (kWh),12-10-2024 21:30
10307679119,000000000023705340,0.6710,Active Import Interval (kWh),12-10-2024 21:00
10307679119,000000000023705340,0.6780,Active Import Interval (kWh),12-10-2024 20:30
10307679119,000000000023705340,0.5600,Active Import Interval (kWh),12-10-2024 20:00
10307679119,000000000023705340,0.4290,Active Import Interval (kWh),12-10-2024 19:30
10307679119,000000000023705340,0.5440,Active Import Interval (kWh),12-10-2024 19:00
10307679119,000000000023705340,0.5970,Active Import Interval (kWh),12-10-2024 18:30
10307679119,000000000023705340,0.6550,Active Import Interval (kWh),12-10-2024 18:00
10307679119,000000000023705340,1.0070,Active Import Interval (kWh),12-10-2024 17:30
10307679119,000000000023705340,0.1680,Active Import Interval (kWh),12-10-2024 17:00
10307679119,000000000023705340,0.1580,Active Import Interval (kWh),12-10-2024 16:30
10307679119,000000000023705340,0.1530,Active Import Interval (kWh),12-10-2024 16:00
10307679119,000000000023705340,0.1610,Active Import Interval (kWh),12-10-2024 15:30
10307679119,000000000023705340,0.1880,Active Import Interval (kWh),12-10-2024 15:00
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),12-10-2024 14:30
10307679119,000000000023705340,0.1720,Active Import Interval (kWh),12-10-2024 14:00
10307679119,000000000023705340,0.1790,Active Import Interval (kWh),12-10-2024 13:30
10307679119,000000000023705340,0.1660,Active Import Interval (kWh),12-10-2024 13:00
10307679119,000000000023705340,0.1710,Active Import Interval (kWh),12-10-2024 12:30
10307679119,000000000023705340,0.1760,Active Import Interval (kWh),12-10-2024 12:00
10307679119,000000000023705340,0.1740,Active Import Interval (kWh),12-10-2024 11:30
10307679119,000000000023705340,0.1430,Active Import Interval (kWh),12-10-2024 11:00
10307679119,000000000023705340,0.1890,Active Import Interval (kWh),12-10-2024 10:30
10307679119,000000000023705340,1.3280,Active Import Interval (kWh),12-10-2024 10:00
10307679119,000000000023705340,1.1480,Active Import Interval (kWh),12-10-2024 09:30
10307679119,000000000023705340,0.2900,Active Import Interval (kWh),12-10-2024 09:00
10307679119,000000000023705340,0.2270,Active Import Interval (kWh),12-10-2024 08:30
10307679119,000000000023705340,0.2030,Active Import Interval (kWh),12-10-2024 08:00
10307679119,000000000023705340,0.1790,Active Import Interval (kWh),12-10-2024 07:30
10307679119,000000000023705340,0.1680,Active Import Interval (kWh),12-10-2024 07:00
10307679119,000000000023705340,0.2000,Active Import Interval (kWh),12-10-2024 06:30
10307679119,000000000023705340,0.1420,Active Import Interval (kWh),12-10-2024 06:00
10307679119,000000000023705340,1.4980,Active Import Interval (kWh),12-10-2024 05:30
10307679119,000000000023705340,1.8290,Active Import Interval (kWh),12-10-2024 05:00
10307679119,000000000023705340,1.4810,Active Import Interval (kWh),12-10-2024 04:30
10307679119,000000000023705340,0.1820,Active Import Interval (kWh),12-10-2024 04:00
10307679119,000000000023705340,0.1910,Active Import Interval (kWh),12-10-2024 03:30
10307679119,000000000023705340,0.1790,Active Import Interval (kWh),12-10-2024 03:00
10307679119,000000000023705340,0.1940,Active Import Interval (kWh),12-10-2024 02:30
10307679119,000000000023705340,0.1950,Active Import Interval (kWh),12-10-2024 02:00
10307679119,000000000023705340,0.2450,Active Import Interval (kWh),12-10-2024 01:30
10307679119,000000000023705340,0.5210,Active Import Interval (kWh),12-10-2024 01:00
10307679119,000000000023705340,0.5060,Active Import Interval (kWh),12-10-2024 00:30
10307679119,000000000023705340,0.6120,Active Import Interval (kWh),12-10-2024 00:00
10307679119,000000000023705340,0.4680,Active Import Interval (kWh),11-10-2024 23:30
10307679119,000000000023705340,0.3560,Active Import Interval (kWh),11-10-2024 23:00
10307679119,000000000023705340,0.7320,Active Import Interval (kWh),11-10-2024 22:30
10307679119,000000000023705340,0.7320,Active Import Interval (kWh),11-10-2024 22:00
10307679119,000000000023705340,0.6950,Active Import Interval (kWh),11-10-2024 21:30
10307679119,000000000023705340,0.9470,Active Import Interval (kWh),11-10-2024 21:00
10307679119,000000000023705340,0.7140,Active Import Interval (kWh),11-10-2024 20:30
10307679119,000000000023705340,0.7680,Active Import Interval (kWh),11-10-2024 20:00
10307679119,000000000023705340,0.7520,Active Import Interval (kWh),11-10-2024 19:30
10307679119,000000000023705340,1.0090,Active Import Interval (kWh),11-10-2024 19:00
10307679119,000000000023705340,1.5270,Active Import Interval (kWh),11-10-2024 18:30
10307679119,000000000023705340,0.9250,Active Import Interval (kWh),11-10-2024 18:00
10307679119,000000000023705340,1.6040,Active Import Interval (kWh),11-10-2024 17:30
10307679119,000000000023705340,0.3470,Active Import Interval (kWh),11-10-2024 17:00
10307679119,000000000023705340,0.7150,Active Import Interval (kWh),11-10-2024 16:30
10307679119,000000000023705340,0.3430,Active Import Interval (kWh),11-10-2024 16:00
10307679119,000000000023705340,0.3760,Active Import Interval (kWh),11-10-2024 15:30
10307679119,000000000023705340,0.2090,Active Import Interval (kWh),11-10-2024 15:00
10307679119,000000000023705340,0.1680,Active Import Interval (kWh),11-10-2024 14:30
10307679119,000000000023705340,0.1680,Active Import Interval (kWh),11-10-2024 14:00
10307679119,000000000023705340,1.1430,Active Import Interval (kWh),11-10-2024 13:30
10307679119,000000000023705340,0.1410,Active Import Interval (kWh),11-10-2024 13:00
10307679119,000000000023705340,0.3040,Active Import Interval (kWh),11-10-2024 12:30
10307679119,000000000023705340,0.5160,Active Import Interval (kWh),11-10-2024 12:00
10307679119,000000000023705340,0.4370,Active Import Interval (kWh),11-10-2024 11:30
10307679119,000000000023705340,0.5390,Active Import Interval (kWh),11-10-2024 11:00
10307679119,000000000023705340,0.8160,Active Import Interval (kWh),11-10-2024 10:30
10307679119,000000000023705340,0.9010,Active Import Interval (kWh),11-10-2024 10:00
10307679119,000000000023705340,1.1160,Active Import Interval (kWh),11-10-2024 09:30
10307679119,000000000023705340,0.6310,Active Import Interval (kWh),11-10-2024 09:00
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),11-10-2024 08:30
10307679119,000000000023705340,0.6420,Active Import Interval (kWh),11-10-2024 08:00
10307679119,000000000023705340,0.6880,Active Import Interval (kWh),11-10-2024 07:30
10307679119,000000000023705340,0.7820,Active Import Interval (kWh),11-10-2024 07:00
10307679119,000000000023705340,1.3790,Active Import Interval (kWh),11-10-2024 06:30
10307679119,000000000023705340,0.1780,Active Import Interval (kWh),11-10-2024 06:00
10307679119,000000000023705340,0.2310,Active Import Interval (kWh),11-10-2024 05:30
10307679119,000000000023705340,0.2160,Active Import Interval (kWh),11-10-2024 05:00
10307679119,000000000023705340,0.1420,Active Import Interval (kWh),11-10-2024 04:30
10307679119,000000000023705340,0.2200,Active Import Interval (kWh),11-10-2024 04:00
10307679119,000000000023705340,0.1780,Active Import Interval (kWh),11-10-2024 03:30
10307679119,000000000023705340,0.1550,Active Import Interval (kWh),11-10-2024 03:00
10307679119,000000000023705340,0.1610,Active Import Interval (kWh),11-10-2024 02:30
10307679119,000000000023705340,0.1610,Active Import Interval (kWh),11-10-2024 02:00
10307679119,000000000023705340,0.1570,Active Import Interval (kWh),11-10-2024 01:30
10307679119,000000000023705340,0.1570,Active Import Interval (kWh),11-10-2024 01:00
10307679119,000000000023705340,1.4150,Active Import Interval (kWh),11-10-2024 00:30
10307679119,000000000023705340,0.4640,Active Import Interval (kWh),11-10-2024 00:00
10307679119,000000000023705340,0.4370,Active Import Interval (kWh),10-10-2024 23:30
10307679119,000000000023705340,0.6780,Active Import Interval (kWh),10-10-2024 23:00
10307679119,000000000023705340,1.0380,Active Import Interval (kWh),10-10-2024 22:30
10307679119,000000000023705340,1.8840,Active Import Interval (kWh),10-10-2024 22:00
10307679119,000000000023705340,1.0830,Active Import Interval (kWh),10-10-2024 21:30
10307679119,000000000023705340,0.6850,Active Import Interval (kWh),10-10-2024 21:00
10307679119,000000000023705340,0.8080,Active Import Interval (kWh),10-10-2024 20:30
10307679119,000000000023705340,0.8790,Active Import Interval (kWh),10-10-2024 20:00
10307679119,000000000023705340,0.6820,Active Import Interval (kWh),10-10-2024 19:30
10307679119,000000000023705340,0.8710,Active Import Interval (kWh),10-10-2024 19:00
10307679119,000000000023705340,0.5550,Active Import Interval (kWh),10-10-2024 18:30
10307679119,000000000023705340,0.7440,Active Import Interval (kWh),10-10-2024 18:00
10307679119,000000000023705340,1.4730,Active Import Interval (kWh),10-10-2024 17:30
10307679119,000000000023705340,0.4100,Active Import Interval (kWh),10-10-2024 17:00
10307679119,000000000023705340,0.2660,Active Import Interval (kWh),10-10-2024 16:30
10307679119,000000000023705340,0.4590,Active Import Interval (kWh),10-10-2024 16:00
10307679119,000000000023705340,0.8860,Active Import Interval (kWh),10-10-2024 15:30
10307679119,000000000023705340,0.2620,Active Import Interval (kWh),10-10-2024 15:00
10307679119,000000000023705340,0.7860,Active Import Interval (kWh),10-10-2024 14:30
10307679119,000000000023705340,1.0100,Active Import Interval (kWh),10-10-2024 14:00
10307679119,000000000023705340,1.1330,Active Import Interval (kWh),10-10-2024 13:30
10307679119,000000000023705340,0.7220,Active Import Interval (kWh),10-10-2024 13:00
10307679119,000000000023705340,0.1500,Active Import Interval (kWh),10-10-2024 12:30
10307679119,000000000023705340,0.1360,Active Import Interval (kWh),10-10-2024 12:00
10307679119,000000000023705340,0.1440,Active Import Interval (kWh),10-10-2024 11:30
10307679119,000000000023705340,0.1250,Active Import Interval (kWh),10-10-2024 11:00
10307679119,000000000023705340,0.1240,Active Import Interval (kWh),10-10-2024 10:30
10307679119,000000000023705340,0.1260,Active Import Interval (kWh),10-10-2024 10:00
10307679119,000000000023705340,0.1310,Active Import Interval (kWh),10-10-2024 09:30
10307679119,000000000023705340,0.1510,Active Import Interval (kWh),10-10-2024 09:00
10307679119,000000000023705340,0.2060,Active Import Interval (kWh),10-10-2024 08:30
10307679119,000000000023705340,0.2110,Active Import Interval (kWh),10-10-2024 08:00
10307679119,000000000023705340,0.1500,Active Import Interval (kWh),10-10-2024 07:30
10307679119,000000000023705340,0.1410,Active Import Interval (kWh),10-10-2024 07:00
10307679119,000000000023705340,1.3870,Active Import Interval (kWh),10-10-2024 06:30
10307679119,000000000023705340,0.1520,Active Import Interval (kWh),10-10-2024 06:00
10307679119,000000000023705340,0.1320,Active Import Interval (kWh),10-10-2024 05:30
10307679119,000000000023705340,0.1170,Active Import Interval (kWh),10-10-2024 05:00
10307679119,000000000023705340,0.1260,Active Import Interval (kWh),10-10-2024 04:30
10307679119,000000000023705340,0.1520,Active Import Interval (kWh),10-10-2024 04:00
10307679119,000000000023705340,0.1500,Active Import Interval (kWh),10-10-2024 03:30
10307679119,000000000023705340,0.1380,Active Import Interval (kWh),10-10-2024 03:00
10307679119,000000000023705340,0.1410,Active Import Interval (kWh),10-10-2024 02:30
10307679119,000000000023705340,0.1450,Active Import Interval (kWh),10-10-2024 02:00
10307679119,000000000023705340,1.1770,Active Import Interval (kWh),10-10-2024 01:30
10307679119,000000000023705340,0.6700,Active Import Interval (kWh),10-10-2024 01:00
10307679119,000000000023705340,0.1990,Active Import Interval (kWh),10-10-2024 00:30
10307679119,000000000023705340,0.2120,Active Import Interval (kWh),10-10-2024 00:00
10307679119,000000000023705340,0.4680,Active Import Interval (kWh),09-10-2024 23:30
10307679119,000000000023705340,0.2830,Active Import Interval (kWh),09-10-2024 23:00
10307679119,000000000023705340,0.3220,Active Import Interval (kWh),09-10-2024 22:30
10307679119,000000000023705340,1.4120,Active Import Interval (kWh),09-10-2024 22:00
10307679119,000000000023705340,0.4540,Active Import Interval (kWh),09-10-2024 21:30
10307679119,000000000023705340,0.4510,Active Import Interval (kWh),09-10-2024 21:00
10307679119,000000000023705340,0.3770,Active Import Interval (kWh),09-10-2024 20:30
10307679119,000000000023705340,0.3420,Active Import Interval (kWh),09-10-2024 20:00
10307679119,000000000023705340,0.6180,Active Import Interval (kWh),09-10-2024 19:30
10307679119,000000000023705340,0.8520,Active Import Interval (kWh),09-10-2024 19:00
10307679119,000000000023705340,0.6570,Active Import Interval (kWh),09-10-2024 18:30
10307679119,000000000023705340,0.7370,Active Import Interval (kWh),09-10-2024 18:00
10307679119,000000000023705340,0.8840,Active Import Interval (kWh),09-10-2024 17:30
10307679119,000000000023705340,0.1820,Active Import Interval (kWh),09-10-2024 17:00
10307679119,000000000023705340,0.1520,Active Import Interval (kWh),09-10-2024 16:30
10307679119,000000000023705340,0.1650,Active Import Interval (kWh),09-10-2024 16:00
10307679119,000000000023705340,0.1640,Active Import Interval (kWh),09-10-2024 15:30
10307679119,000000000023705340,0.1700,Active Import Interval (kWh),09-10-2024 15:00
10307679119,000000000023705340,0.1500,Active Import Interval (kWh),09-10-2024 14:30
10307679119,000000000023705340,0.1590,Active Import Interval (kWh),09-10-2024 14:00
10307679119,000000000023705340,0.1580,Active Import Interval (kWh),09-10-2024 13:30
10307679119,000000000023705340,0.1200,Active Import Interval (kWh),09-10-2024 13:00
10307679119,000000000023705340,0.1320,Active Import Interval (kWh),09-10-2024 12:30
10307679119,000000000023705340,0.1620,Active Import Interval (kWh),09-10-2024 12:00
10307679119,000000000023705340,0.1730,Active Import Interval (kWh),09-10-2024 11:30
10307679119,000000000023705340,0.1700,Active Import Interval (kWh),09-10-2024 11:00
10307679119,000000000023705340,0.1780,Active Import Interval (kWh),09-10-2024 10:30
10307679119,000000000023705340,0.1750,Active Import Interval (kWh),09-10-2024 10:00
10307679119,000000000023705340,0.2450,Active Import Interval (kWh),09-10-2024 09:30
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),09-10-2024 09:00
10307679119,000000000023705340,0.2270,Active Import Interval (kWh),09-10-2024 08:30
10307679119,000000000023705340,0.3780,Active Import Interval (kWh),09-10-2024 08:00
10307679119,000000000023705340,0.1420,Active Import Interval (kWh),09-10-2024 07:30
10307679119,000000000023705340,0.3860,Active Import Interval (kWh),09-10-2024 07:00
10307679119,000000000023705340,1.4850,Active Import Interval (kWh),09-10-2024 06:30
10307679119,000000000023705340,0.1630,Active Import Interval (kWh),09-10-2024 06:00
10307679119,000000000023705340,0.1590,Active Import Interval (kWh),09-10-2024 05:30
10307679119,000000000023705340,0.1670,Active Import Interval (kWh),09-10-2024 05:00
10307679119,000000000023705340,0.1650,Active Import Interval (kWh),09-10-2024 04:30
10307679119,000000000023705340,0.1640,Active Import Interval (kWh),09-10-2024 04:00
10307679119,000000000023705340,0.1750,Active Import Interval (kWh),09-10-2024 03:30
10307679119,000000000023705340,0.1850,Active Import Interval (kWh),09-10-2024 03:00
10307679119,000000000023705340,0.1480,Active Import Interval (kWh),09-10-2024 02:30
10307679119,000000000023705340,0.1550,Active Import Interval (kWh),09-10-2024 02:00
10307679119,000000000023705340,0.1660,Active Import Interval (kWh),09-10-2024 01:30
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),09-10-2024 01:00
10307679119,000000000023705340,0.2200,Active Import Interval (kWh),09-10-2024 00:30
10307679119,000000000023705340,0.2830,Active Import Interval (kWh),09-10-2024 00:00
10307679119,000000000023705340,0.2820,Active Import Interval (kWh),08-10-2024 23:30
